ticket_id,subject,description,category,priority,resolution_time_hours
200874,Profile picture upload failed,"Please help, profile picture upload failed",Billing,High,8
205270,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,4
207602,Requesting API documentation,Issues with: Requesting API documentation,Feature Request,Low,39
205609,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,14
203475,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,17
208623,Calendar view needed,Issues with: Calendar view needed,Feature Request,Low,22
200739,Reset password link not working,Help needed: Reset password link not working,Account,Low,12
201370,Unlock my user account,Unlock my user account,Account,Low,33
202314,Profile picture upload failed,Help needed: Profile picture upload failed,Account,Medium,21
209507,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,42
203297,Need invoice for last month,Help needed: Need invoice for last month,Billing,Low,20
205938,Bug in the reporting widget,Bug in the reporting widget - please checking,Technical,Medium,19
204853,Payment method declined,Help needed: Payment method declined,Billing,Low,44
201155,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,High,5
207363,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,38
207538,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,42
200672,Reset password link not working,Reset password link not working - please checking,Account,Low,37
208939,Integration with Slack would be nice,Getting error: Integration with Slack would be nice,Feature Request,High,2
208443,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,19
201569,Account locked out,"Please help, account locked out",Account,Low,18
206346,Database connection failed,Urgent: Database connection failed,Technical,High,5
207705,Mobile responsive design request,Mobile responsive design request,Feature Request,Low,42
207014,Bug in the reporting widget,Urgent: Bug in the reporting widget,Technical,Medium,11
208324,Requesting API documentation,Requesting API documentation,Feature Request,Low,40
201351,Change email address,Change email address,Account,Low,12
204574,Need invoice for last month,Need invoice for last month - please checking,Billing,High,4
204793,Need invoice for last month,Issues with: Need invoice for last month,Billing,Low,13
200847,Forgot my password,Getting error: Forgot my password,Account,High,3
201366,Two-factor authentication issue,Help needed: Two-factor authentication issue,Account,Low,41
202793,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,22
209690,Need export to PDF feature,Help needed: Need export to PDF feature,Technical,Low,12
204090,Need invoice for last month,Need invoice for last month - please checking,Billing,Low,36
209775,Support for multiple languages,Support for multiple languages - please checking,Feature Request,Medium,6
205089,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,8
205699,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Medium,21
202340,Reset password link not working,Getting error: Reset password link not working,Account,High,8
209284,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,8
209985,Integration with Slack would be nice,Integration with Slack would be nice,Account,Critical,4
203550,Upgrade my plan,Upgrade my plan,Billing,Critical,2
200037,Unlock my user account,Unlock my user account - please checking,Account,Low,27
204538,Cancel my billing,Help needed: Cancel my billing,Billing,Low,29
204624,Refund request,Refund request,Billing,Low,8
205517,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Low,30
204458,Payment method declined,Issues with: Payment method declined,Billing,Medium,24
203093,Update credit card information,Update credit card information,Billing,Medium,17
204867,Upgrade my plan,Upgrade my plan,Billing,Low,33
208300,Add dark mode support,Customer reports: Add dark mode support,Feature Request,High,2
205471,Mobile app unresponsive,Getting error: Mobile app unresponsive,Technical,High,8
200910,Account locked out,Urgent: Account locked out,Account,High,5
202694,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,5
204274,Payment method declined,"Please help, payment method declined",Billing,Low,15
205265,App crashes on startup,App crashes on startup - please checking,Technical,Critical,3
207098,Error 404 not found,Help needed: Error 404 not found,Technical,High,7
209809,Please add more user roles,Help needed: Please add more user roles,Feature Request,Critical,3
204886,Upgrade my plan,Upgrade my plan,Billing,Low,8
204875,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,Low,44
205412,Database connection failed,Database connection failed,Technical,High,5
204604,Upgrade my plan,Upgrade my plan,Billing,Low,11
200959,Account locked out,Getting error: Account locked out,Account,High,6
201452,Cannot login to my account,Help needed: Cannot login to my account,Account,Low,28
208589,Support for multiple languages,Customer reports: Support for multiple languages,Feature Request,Low,46
200979,Cannot login to my account,Customer reports: Cannot login to my account,Account,Low,26
205556,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,4
209568,Support for multiple languages,Getting error: Support for multiple languages,Feature Request,High,4
206359,System outage,System outage - please checking,Account,Critical,1
200713,Account locked out,Getting error: Account locked out,Account,High,6
207863,Integration with Slack would be nice,Help needed: Integration with Slack would be nice,Feature Request,Low,34
207356,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,32
200737,Cannot login to my account,Issues with: Cannot login to my account,Account,Low,34
200004,Change email address,Help needed: Change email address,Account,Low,47
208575,Integration with Slack would be nice,Customer reports: Integration with Slack would be nice,Feature Request,Medium,24
200628,Unlock my user account,Help needed: Unlock my user account,Account,Low,24
209052,Integration with Slack would be nice,"Please help, integration with slack would be nice",Feature Request,High,8
201689,Unlock my user account,Customer reports: Unlock my user account,Account,Low,34
206759,Page loading very slow,Urgent: Page loading very slow,Technical,High,2
204829,Charge on my credit card is wrong,Charge on my credit card is wrong,Billing,Medium,6
202130,Reset password link not working,Help needed: Reset password link not working,Account,Low,41
206041,System outage,Getting error: System outage,Technical,Critical,3
205333,API endpoint returning 500,Customer reports: API endpoint returning 500,Feature Request,Low,33
207691,Add bulk upload capability,Customer reports: Add bulk upload capability,Feature Request,Low,9
204922,Where is my receipt?,Getting error: Where is my receipt?,Billing,Medium,6
207003,System outage,Issues with: System outage,Technical,High,2
205890,Bug in the reporting widget,Bug in the reporting widget - please checking,Billing,Medium,15
206368,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,Medium,13
203322,Refund request,"Please help, refund request",Billing,Low,27
204142,Refund request,Customer reports: Refund request,Billing,Low,25
201907,Account locked out,"Please help, account locked out",Account,Low,37
207989,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,40
205191,Error 404 not found,Urgent: Error 404 not found,Technical,High,3
209750,Please add more user roles,Issues with: Please add more user roles,Feature Request,Low,9
202757,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Technical,Low,20
